model,idiom,language,cluster
mSBERT,ধানকাঠের কড়ি,Bengali,25
mSBERT,ধান দিয়ে লেখাপড়া শেখা,Bengali,20
mSBERT,ধানদূর্বা দিয়ে আশীর্বাদ করা,Bengali,20
mSBERT,ধানদূর্বা দিয়ে পূজা করা,Bengali,2
mSBERT,ধান ভানতে শীবের গীত,Bengali,25
mSBERT,ধানাইপানাই,Bengali,9
mSBERT,ধানীলঙ্কা,Bengali,12
mSBERT,ধান্ধা,Bengali,33
mSBERT,ধান্ধাবাজ,Bengali,9
mSBERT,ধান্যেশ্বরী,Bengali,12
mSBERT,ধাপধাড়া গোবিন্দপুর,Bengali,12
mSBERT,ধাপ্পা দেওয়া,Bengali,22
mSBERT,ধামসাধামসি,Bengali,9
mSBERT,ধামাচাপা দেওয়া,Bengali,42
mSBERT,ধামা ধরা,Bengali,25
mSBERT,ধামাধরা,Bengali,9
mSBERT,ধার-দেনা,Bengali,33
mSBERT,ধার ধারা,Bengali,20
mSBERT,ধারকর্জ,Bengali,9
mSBERT,ধার না ধারা,Bengali,20
mSBERT,ধারাপাতের বাইরে,Bengali,42
mSBERT,ধারে কাটা,Bengali,25
mSBERT,ধারে ডোবা,Bengali,42
mSBERT,ধাষ্টামি,Bengali,9
mSBERT,ধিকিধিকি,Bengali,22
mSBERT,ধিঙ্গি,Bengali,22
mSBERT,ধিঙ্গিপনা,Bengali,42
mSBERT,ধিন-তা-ধিনা,Bengali,9
mSBERT,ধিনধিন,Bengali,9
mSBERT,ধিনিকেষ্ট,Bengali,20
mSBERT,ধীরে সুস্থে,Bengali,20
mSBERT,ধুকপুক,Bengali,22
mSBERT,ধুকধুকানি,Bengali,33
mSBERT,ধুত্তোর,Bengali,22
mSBERT,ধু ধু,Bengali,22
mSBERT,ধুনা,Bengali,22
mSBERT,ধুনি,Bengali,10
mSBERT,ধুন্ধুমারকাণ্ড,Bengali,12
mSBERT,ধুমধাড়াক্কা,Bengali,25
mSBERT,ধুমধাম,Bengali,9
mSBERT,ধুমসা,Bengali,9
mSBERT,ধুমসি,Bengali,22
mSBERT,ধূম্রলোচন,Bengali,42
mSBERT,ধুয়া তোলা,Bengali,22
mSBERT,ধুরন্ধর,Bengali,33
mSBERT,ধুলো দেওয়া (গায়ে),Bengali,37
mSBERT,চোখে ধুলো দেওয়া,Bengali,17
mSBERT,ধুলোমুঠি ধরলে সোনামুঠি,Bengali,25
mSBERT,ধূনা দেওয়া,Bengali,20
mSBERT,ধূমকেতু,Bengali,9
mSBERT,ধূমধাম,Bengali,9
mSBERT,ধূমায়মান,Bengali,2
mSBERT,ধূয়া,Bengali,9
mSBERT,ধূয়া তোলা,Bengali,42
mSBERT,ধূলাবালি,Bengali,9
mSBERT,ধূলামুষ্টি স্বর্ণমুষ্টি হওয়া,Bengali,20
mSBERT,ধূলিসাৎ,Bengali,9
mSBERT,ধেই-ধেই,Bengali,22
mSBERT,ধেড়ে ইঁদুর,Bengali,25
mSBERT,ধেড়ে খোকা,Bengali,33
mSBERT,ধেড়ে রোগ,Bengali,23
mSBERT,ধেনো,Bengali,9
mSBERT,ধোঁকা খাওয়া,Bengali,5
mSBERT,ধোঁকাবাজ,Bengali,22
mSBERT,ধোঁকায় পড়া,Bengali,20
mSBERT,ধোঁকার টাটি,Bengali,25
mSBERT,ধোঁয়াটে,Bengali,22
mSBERT,ধোকড়,Bengali,22
mSBERT,ধোপদুরস্ত,Bengali,9
mSBERT,ধোপা-নাপিত বন্ধ করা,Bengali,36
mSBERT,ধোপা-ভাঁড়ারী,Bengali,12
mSBERT,ধোপার গাধা,Bengali,22
mSBERT,ধোপার পাট ঘরেরও না ঘাটেরও না,Bengali,26
mSBERT,ধোপার বোঝা,Bengali,25
mSBERT,ধোপে টেকা,Bengali,22
mSBERT,ধোপে টিকবে না,Bengali,26
mSBERT,ধোয়া তুলসীপাতা,Bengali,29
mSBERT,ধোলাই দেওয়া,Bengali,22
mSBERT,ধ্যাড়া,Bengali,9
mSBERT,ধ্বজভঙ্গ,Bengali,42
mSBERT,ধ্বজা উড়ানো,Bengali,42
mSBERT,ধ্বজাধারী,Bengali,9
mSBERT,ধ্রুব,Bengali,9
mSBERT,ধ্রুবতারা,Bengali,2
mSBERT,ধ্রুবসত্য,Bengali,20
mSBERT,নওরোজ,Bengali,2
mSBERT,নকড়া-ছকড়া করা,Bengali,22
mSBERT,নকলনবিশ,Bengali,33
mSBERT,নকশা,Bengali,42
mSBERT,নক্ষত্রপতন,Bengali,42
mSBERT,নখদন্তহীন শার্দূল,Bengali,2
mSBERT,নখদর্পণ,Bengali,2
mSBERT,নগদ,Bengali,42
mSBERT,নগদ নারায়ণ,Bengali,12
mSBERT,নগদ বিদায়,Bengali,42
mSBERT,নগ্ন সত্য,Bengali,48
mSBERT,নগরঘণ্ট,Bengali,12
mSBERT,নচ্ছার,Bengali,26
mSBERT,নজরকাড়া,Bengali,42
mSBERT,নজর করা,Bengali,42
mSBERT,নজর দেওয়া,Bengali,20
mSBERT,নজর রাখা,Bengali,20
mSBERT,নজর মারা,Bengali,42
mSBERT,নজর লাগা,Bengali,20
mSBERT,নজর সেলামি,Bengali,42
mSBERT,নজরে আসা,Bengali,20
mSBERT,নজরে ধরা,Bengali,20
mSBERT,নজরে পড়া,Bengali,20
mSBERT,নটখট,Bengali,9
mSBERT,নটঘট,Bengali,9
mSBERT,নটঘটে নটবর,Bengali,9
mSBERT,নট নড়ন-চড়ন,Bengali,12
mSBERT,নড়চড়,Bengali,22
mSBERT,নড়তে চড়তে বারোমাস,Bengali,42
mSBERT,নড়াচড়া,Bengali,22
mSBERT,নড়বড়,Bengali,9
mSBERT,অন্ধের নড়ি,Bengali,12
mSBERT,নড়েভোলা,Bengali,12
mSBERT,নতুন কুটুম্ব,Bengali,9
mSBERT,নথ নাড়া,Bengali,12
mSBERT,নদীর মুখে বালির বাঁধ,Bengali,2
mSBERT,নদের চাঁদ,Bengali,2
mSBERT,ননস্টপ,Bengali,9
mSBERT,ননীর পুতুল,Bengali,33
mSBERT,নন্দী-ভৃঙ্গী,Bengali,12
mSBERT,নন্নড়ে,Bengali,9
mSBERT,নন্নেমারা,Bengali,33
mSBERT,নবকার্তিক,Bengali,2
mSBERT,নবকুমার,Bengali,2
mSBERT,নবজীবন,Bengali,40
mSBERT,নবডঙ্কা,Bengali,42
mSBERT,নবমী দশা,Bengali,2
mSBERT,নবমীর পাঁঠা,Bengali,2
mSBERT,নবাব,Bengali,2
mSBERT,নবাব খাঞ্জা খাঁ,Bengali,12
mSBERT,নবাবজাদা,Bengali,2
mSBERT,নবাব সিরাজদ্দৌলা,Bengali,12
mSBERT,নবাবী চাল,Bengali,33
mSBERT,নবিশ,Bengali,49
mSBERT,নম নম,Bengali,22
mSBERT,নমস্কারি,Bengali,9
mSBERT,নমাসে ছমাসে,Bengali,12
mSBERT,নম্বরী নোট,Bengali,42
mSBERT,নয়কে হয় করা,Bengali,26
mSBERT,নয়ছয়,Bengali,26
mSBERT,নয়দুয়ারী,Bengali,9
mSBERT,নয়নজুলি,Bengali,33
mSBERT,নয়নমণি,Bengali,33
mSBERT,নয়নসুখ,Bengali,9
mSBERT,ন যায় ন থাকে,Bengali,26
mSBERT,নরক,Bengali,22
mSBERT,নরক গুলজার,Bengali,9
mSBERT,নরকযন্ত্রণা,Bengali,42
mSBERT,নরকে যাওয়া,Bengali,22
mSBERT,নরকের দরজা,Bengali,25
mSBERT,নরপশু,Bengali,9
mSBERT,নরপিশাচ,Bengali,33
mSBERT,নরম-গরম,Bengali,33
mSBERT,নরম-গরম কথা,Bengali,7
mSBERT,নরম পানীয়,Bengali,41
mSBERT,নরম বিস্কুট,Bengali,9
mSBERT,নরম মাছ,Bengali,41
mSBERT,নরম মাটি,Bengali,9
mSBERT,নরম মেজাজ,Bengali,33
mSBERT,নরম রোদ,Bengali,33
mSBERT,নরম পাকের সন্দেশ,Bengali,2
mSBERT,নরম বাজার,Bengali,33
mSBERT,নরম সুর,Bengali,33
mSBERT,নরমে গরম,Bengali,37
mSBERT,নরমে গরমে,Bengali,37
mSBERT,নরসুন্দর,Bengali,33
mSBERT,নরাধম,Bengali,33
mSBERT,নরুণে তালগাছ কাটা,Bengali,25
mSBERT,নলিনীদলগতজলদবত্তরলম্,Bengali,42
mSBERT,নষ্টচন্দ্র,Bengali,12
mSBERT,নষ্টা,Bengali,22
mSBERT,নষ্টামি,Bengali,9
mSBERT,নস্টালজিয়া,Bengali,12
mSBERT,নষ্টের গোড়া,Bengali,20
mSBERT,নসিব,Bengali,33
mSBERT,নস্যি আত করা,Bengali,20
mSBERT,নস্যাৎ করা,Bengali,20
mSBERT,নস্যি,Bengali,9
mSBERT,নহলা-দহলা করা,Bengali,33
mSBERT,না আঁচালে বিশ্বাস নেই,Bengali,20
mSBERT,নাগপাশের বন্ধন,Bengali,25
mSBERT,"না ঘাটকা, না ঘরকা",Bengali,26
mSBERT,"না ঢেঁকি, না কুলো",Bengali,26
mSBERT,না পড়ে পণ্ডিত,Bengali,20
mSBERT,না বিয়িয়ে কানাইয়ের মা,Bengali,33
mSBERT,না রাম না গঙ্গা,Bengali,2
mSBERT,নাই আঁকড়া,Bengali,26
mSBERT,নাই-ঘরে খাঁই,Bengali,2
mSBERT,নাই মামার চেয়ে কানামামা ভালো,Bengali,28
mSBERT,নাক উঁচানো,Bengali,0
mSBERT,নাক তোলা,Bengali,22
mSBERT,নাক-উঁচু,Bengali,22
mSBERT,নাক কাটা,Bengali,25
mSBERT,নাককাটা,Bengali,22
mSBERT,নাক কাটা যাওয়া,Bengali,42
mSBERT,নাক-কান বুজে সহ্য করা,Bengali,25
mSBERT,নাক-কান-বোজা,Bengali,12
mSBERT,নাক-কান মলা,Bengali,12
mSBERT,নাক (নিজের) কেটে পরের যাত্রা ভঙ্গ করা,Bengali,25
mSBERT,নাকখত দেওয়া,Bengali,42
mSBERT,নাক গলানো,Bengali,22
mSBERT,নাক ঝামটা দেওয়া,Bengali,22
mSBERT,নাকতোলা,Bengali,22
mSBERT,নাকফোঁড়া বলদ,Bengali,22
mSBERT,নাক বরাবর,Bengali,22
mSBERT,নাক বাঁকানো,Bengali,0
mSBERT,নাক মলা,Bengali,22
mSBERT,নাকানিচুবানি খাওয়া,Bengali,5
mSBERT,নাকানিচোবানি খাওয়া,Bengali,5
mSBERT,নাকারা,Bengali,33
mSBERT,নাকাল,Bengali,22
mSBERT,নাকুয়া,Bengali,33
mSBERT,নাকে কাঁদা,Bengali,22
mSBERT,নাকে খত দেওয়া,Bengali,22
mSBERT,নাকে ঝামা ঘষে দেওয়া,Bengali,22
mSBERT,নাকে তেল দিয়ে ঘুমানো,Bengali,23
mSBERT,নাকে দড়ি দিয়ে ঘুরানো,Bengali,25
mSBERT,নাকেমুখে কথা,Bengali,7
mSBERT,নাকেমুখে গোঁজা,Bengali,22
mSBERT,নাকে সরষের তেল দিয়ে ঘুমানো,Bengali,23
mSBERT,নাকের ওপর রেলগাড়ি,Bengali,45
mSBERT,নাকের জলে চোখের জলে,Bengali,17
mSBERT,নাকের ডগায়,Bengali,25
mSBERT,নাকের বদলে নরুণ,Bengali,42
mSBERT,নাখুশ,Bengali,33
mSBERT,নাগপাশ,Bengali,2
mSBERT,নাচনকোঁদন,Bengali,9
mSBERT,নাচতে এসে ঘোমটা টানা,Bengali,22
mSBERT,নাচা,Bengali,33
mSBERT,না চাইতে জল,Bengali,39
mSBERT,নাচাকোঁদা,Bengali,33
mSBERT,নাচানাচি করা,Bengali,12
mSBERT,নাচার,Bengali,9
mSBERT,অন্ধ নাচার,Bengali,2
mSBERT,নাছোড়বান্দা,Bengali,2
mSBERT,নাজুক,Bengali,9
mSBERT,নাজেহাল,Bengali,33
mSBERT,নাটক,Bengali,24
mSBERT,নাট-বল্টু ঢিলা,Bengali,12
mSBERT,নাটুকেপনা,Bengali,33
mSBERT,নাটের গুরু,Bengali,2
mSBERT,নাড়ানাড়ি,Bengali,22
mSBERT,নাড়া বাঁধা,Bengali,25
mSBERT,নাড়াবুনে,Bengali,33
mSBERT,নাড়ি ছাড়া,Bengali,26
mSBERT,নাড়িছেঁড়া ধন,Bengali,9
mSBERT,নাড়িটেপা ডাক্তার,Bengali,1
mSBERT,নাড়িজ্ঞান,Bengali,20
mSBERT,নাড়িনক্ষত্র,Bengali,9
mSBERT,নাড়ির টান,Bengali,25
mSBERT,নাড়ি মরা,Bengali,25
mSBERT,নাড়ুগোপাল,Bengali,33
mSBERT,নাতোয়ান,Bengali,33
mSBERT,নাতন কাচ কাচা,Bengali,33
mSBERT,নাতোয়ানের দুনো ব্যয়,Bengali,2
mSBERT,নাথবতী,Bengali,9
mSBERT,নাথবতী অনাধবৎ,Bengali,2
mSBERT,নাদাপেটা হাঁদারাম,Bengali,22
mSBERT,নাদুসনুদুস,Bengali,12
mSBERT,নান্দীমুখ,Bengali,9
mSBERT,নানাকেলে,Bengali,12
mSBERT,নান্যপন্থা,Bengali,20
mSBERT,নাফা,Bengali,33
mSBERT,নাভিশ্বাস,Bengali,42
mSBERT,নাম,Bengali,1
mSBERT,নামের চোটে গগন ফাটে,Bengali,2
mSBERT,নাম করা,Bengali,2
mSBERT,নামকা ওয়াস্তে,Bengali,33
mSBERT,নাম কাটা,Bengali,42
mSBERT,নাম কাটা সিপাই,Bengali,12
mSBERT,নাম কাটানো,Bengali,42
mSBERT,নামগন্ধ,Bengali,22
mSBERT,নামগান,Bengali,22
mSBERT,নাম জপা,Bengali,9
mSBERT,নামজাদা,Bengali,42
mSBERT,নামডাক,Bengali,22
mSBERT,নাম ডোবানো,Bengali,33
mSBERT,নাম ধরা,Bengali,42
mSBERT,নামধাম,Bengali,9
mSBERT,নাম নেওয়া,Bengali,49
mSBERT,নামমাত্র,Bengali,49
mSBERT,নাম রটানো,Bengali,9
mSBERT,নাম লেখানো,Bengali,2
mSBERT,নামসংকীর্তন,Bengali,2
mSBERT,নাম হওয়া,Bengali,49
mSBERT,নামাবলী,Bengali,2
mSBERT,নামে গোয়ালা কাঁজি ভক্ষণ,Bengali,12
mSBERT,নামেনামে,Bengali,12
mSBERT,নামেমাত্র,Bengali,49
mSBERT,নারদ,Bengali,22
mSBERT,নারদ নারদ,Bengali,9
mSBERT,নারাজ,Bengali,33
mSBERT,নালা কেটে নোনাজল আনা,Bengali,2
mSBERT,নাস্তানাবুদ,Bengali,33
mSBERT,না হয়,Bengali,26
mSBERT,নিকম্মার ধাড়ি,Bengali,9
mSBERT,নিকুচি,Bengali,33
mSBERT,নিঙড়ানো,Bengali,9
mSBERT,নিজে নিজে,Bengali,49
mSBERT,নিজের কথাই পাঁচকাহন,Bengali,7
mSBERT,নিজের কোলে ঝোল টানা,Bengali,20
mSBERT,নিজের গালে চড় খাওয়া,Bengali,0
mSBERT,নিজের চরকায় তেল দেওয়া,Bengali,41
mSBERT,নিজের ঢাক নিজে পেটা,Bengali,22
mSBERT,নিজের নাক কেটে পরের যাত্রা ভঙ্গ,Bengali,25
mSBERT,নিজের পায়ে কুড়ুল মারা,Bengali,25
mSBERT,নিজের পায়ে দাঁড়ানো,Bengali,38
mSBERT,নিজের মুখে ঝাল খাওয়া,Bengali,5
mSBERT,নিড়বিড়া,Bengali,42
mSBERT,নিত্যকর্ম,Bengali,20
mSBERT,নিত্যনৈমিত্তিক,Bengali,20
mSBERT,নিদানকাল,Bengali,20
mSBERT,নিদানকালে হরিনাম,Bengali,2
mSBERT,নিদেনপক্ষে,Bengali,42
mSBERT,নিধিরাম সর্দার,Bengali,33
mSBERT,নিপাট,Bengali,9
mSBERT,নিপাতনে সিদ্ধ,Bengali,42
mSBERT,দীপ নিভা,Bengali,33
mSBERT,নিবেদনের আগে প্রসাদ,Bengali,20
mSBERT,নিমকহারাম,Bengali,20
mSBERT,নিমকহালাল,Bengali,33
mSBERT,নিম খুন,Bengali,11
mSBERT,নিমরাজী,Bengali,33
mSBERT,নিম হাকিম,Bengali,33
mSBERT,নিম মোল্লা,Bengali,33
mSBERT,নিমিত্তের ভাগী,Bengali,2
mSBERT,নিমেষ,Bengali,42
mSBERT,নিমেষে,Bengali,42
mSBERT,নিয়মকানুন,Bengali,20
mSBERT,নিরানব্বুইয়ের আবর্ত,Bengali,12
mSBERT,নিরানব্বুইয়ের ধাক্কা,Bengali,2
mSBERT,নিরিবিলি,Bengali,9
mSBERT,নিরুপমা,Bengali,9
mSBERT,নিরেট,Bengali,9
mSBERT,নির্জলা,Bengali,33
mSBERT,নির্জীব,Bengali,20
mSBERT,নির্দোষ মেঘগর্জন,Bengali,20
mSBERT,নির্বিষ,Bengali,42
mSBERT,নির্মক্ষিক,Bengali,2
mSBERT,নির্যাস,Bengali,42
mSBERT,নিশপিশ,Bengali,9
mSBERT,নিশাশেষোন্মেষোন্মুখকমল-কোরকপমোত্তেজিতহৃদয়সূর্য,Bengali,12
mSBERT,নিশিদিন,Bengali,12
